Employee_ID,Department,Job_Level,Gender,Location,Education,Experience_Years,Performance_Rating,Remote_Work,Base_Salary(USD),Bonus_Percentage(%),Bonus_Amount(USD),Total_Compensation(USD)
EMP0902,Legal,Mid,Female,New York,Master,19,3,Yes,124823,22.2,27710,152533
EMP0903,Design,Junior,Female,Austin,Bachelor,9,5,Yes,74689,3.6,2688,77377
EMP0904,HR,Mid,Female,Seattle,Master,24,4,No,123399,12.0,14807,138206
EMP0905,Engineering,Manager,Female,Austin,Bachelor,21,5,No,200517,10.5,21054,221571
EMP0906,Design,Junior,Male,Seattle,Bachelor,19,4,No,88673,16.6,14719,103392
EMP0907,Operations,Mid,Male,New York,PhD,15,3,Yes,101973,1.4,1427,103400
EMP0908,Marketing,Junior,Male,Seattle,PhD,16,3,No,85101,16.5,14041,99142
EMP0909,Design,Mid,Male,Remote,Bachelor,7,5,No,84857,8.9,7552,92409
EMP0910,HR,Lead,Male,Remote,Master,10,3,Yes,116269,23.2,26974,143243
EMP0911,Operations,Senior,Female,Austin,Bachelor,24,5,Yes,138520,21.2,29366,167886
EMP0912,HR,Lead,Female,Chicago,High School,4,4,Yes,123470,10.0,12347,135817
EMP0913,Design,Mid,Male,Remote,Bachelor,20,3,No,97928,24.8,24286,122214
EMP0914,Legal,Manager,Male,Austin,PhD,15,4,No,174613,1.3,2269,176882
EMP0915,Legal,Lead,Female,Chicago,PhD,23,4,Yes,181942,19.7,35842,217784
EMP0916,HR,Mid,Male,San Francisco,Bachelor,7,4,Yes,98313,10.8,10617,108930
EMP0917,Design,Mid,Male,Austin,Master,20,2,Yes,102617,10.8,11082,113699
EMP0918,Sales,Manager,Female,Remote,Master,15,5,No,154547,4.3,6645,161192
EMP0919,Sales,Senior,Male,Remote,Bachelor,3,4,No,96058,12.9,12391,108449
EMP0920,HR,Lead,Female,Seattle,Master,5,5,No,140841,2.1,2957,143798
EMP0921,Sales,Mid,Female,Chicago,Bachelor,20,4,Yes,114627,15.4,17652,132279
EMP0922,Marketing,Mid,Female,Remote,Bachelor,7,3,No,76007,6.0,4560,80567
EMP0923,Engineering,Lead,Male,Seattle,Master,8,4,No,188053,18.1,34037,222090
EMP0924,Operations,Senior,Male,Chicago,Bachelor,12,4,No,118670,15.2,18037,136707
EMP0925,Legal,Senior,Male,Austin,Bachelor,16,3,No,138823,18.7,25959,164782
EMP0926,Marketing,Senior,Male,Austin,Bachelor,8,5,Yes,114068,18.7,21330,135398
EMP0927,Engineering,Mid,Male,Seattle,Master,12,3,No,127291,4.9,6237,133528
EMP0928,Sales,Lead,Female,Austin,Bachelor,8,5,No,144248,0.0,0,144248
EMP0929,Operations,Manager,Non-binary,Seattle,Bachelor,5,5,No,155510,9.1,14151,169661
EMP0930,Marketing,Manager,Female,New York,Master,9,4,No,159158,23.0,36606,195764
EMP0931,Finance,Mid,Male,Chicago,Bachelor,4,3,Yes,91514,14.4,13178,104692
EMP0932,Legal,Mid,Female,Seattle,Master,6,4,Yes,114419,18.2,20824,135243
EMP0933,HR,Lead,Male,Chicago,Bachelor,10,4,No,140870,22.0,30991,171861
EMP0934,Legal,Senior,Male,New York,Bachelor,23,4,Yes,163477,22.7,37109,200586
EMP0935,Engineering,Senior,Female,Chicago,Bachelor,8,4,No,135798,13.2,17925,153723
EMP0936,Engineering,Manager,Male,Seattle,Bachelor,24,4,No,229916,13.5,31038,260954
EMP0937,Finance,Senior,Female,Austin,PhD,9,4,No,122626,21.3,26119,148745
EMP0938,Finance,Senior,Female,Chicago,Bachelor,10,4,No,134423,20.2,27153,161576
EMP0939,HR,Junior,Male,Chicago,Master,2,3,No,58026,17.5,10154,68180
EMP0940,Sales,Junior,Non-binary,Remote,High School,7,3,No,63833,15.1,9638,73471
EMP0941,Legal,Junior,Male,Remote,Master,16,5,Yes,82220,15.4,12661,94881
EMP0942,Marketing,Manager,Female,New York,PhD,6,4,No,155996,9.1,14195,170191
EMP0943,Design,Mid,Male,San Francisco,Bachelor,11,1,No,109894,21.0,23077,132971
EMP0944,Design,Senior,Male,Austin,Bachelor,15,5,No,128996,15.4,19865,148861
EMP0945,Marketing,Lead,Male,Seattle,PhD,14,1,No,155279,5.6,8695,163974
EMP0946,Marketing,Senior,Female,New York,Master,20,3,Yes,138254,6.0,8295,146549
EMP0947,Sales,Senior,Female,Seattle,High School,12,2,No,136469,21.5,29340,165809
EMP0948,Legal,Mid,Female,Seattle,Bachelor,17,5,Yes,132227,15.6,20627,152854
EMP0949,Legal,Lead,Female,Chicago,High School,17,5,Yes,179733,10.0,17973,197706
EMP0950,Design,Junior,Female,New York,Master,23,4,Yes,92367,4.7,4341,96708
EMP0951,HR,Junior,Male,New York,Master,4,3,Yes,62898,15.3,9623,72521
EMP0952,Marketing,Junior,Female,Remote,PhD,13,4,No,65706,4.6,3022,68728
EMP0953,Engineering,Mid,Male,Austin,High School,10,4,Yes,109712,11.8,12946,122658
EMP0954,Engineering,Mid,Male,San Francisco,Bachelor,2,3,Yes,114489,16.9,19348,133837
EMP0955,Engineering,Senior,Male,Seattle,Bachelor,16,3,Yes,172967,14.1,24388,197355
EMP0956,Finance,Mid,Male,Austin,Bachelor,22,4,No,117357,23.1,27109,144466
EMP0957,Finance,Senior,Female,Remote,Bachelor,11,3,No,119031,1.0,1190,120221
EMP0958,Sales,Junior,Male,Austin,Bachelor,2,1,No,56554,7.0,3958,60512
EMP0959,Marketing,Junior,Female,Seattle,Master,22,4,No,94997,1.4,1329,96326
EMP0960,Finance,Senior,Female,Chicago,Bachelor,1,4,No,120764,4.9,5917,126681
EMP0961,Engineering,Manager,Male,Chicago,Bachelor,3,5,Yes,178162,3.1,5523,183685
EMP0962,Finance,Manager,Female,Seattle,PhD,17,1,No,194226,18.3,35543,229769
EMP0963,Legal,Director,Female,Remote,PhD,19,4,Yes,198716,9.2,18281,216997
EMP0964,Engineering,Senior,Male,Remote,Bachelor,20,3,Yes,144750,23.1,33437,178187
EMP0965,Marketing,Senior,Female,New York,PhD,13,3,No,127526,0.6,765,128291
EMP0966,Legal,Senior,Male,San Francisco,Bachelor,7,4,No,159691,16.3,26029,185720
EMP0967,Sales,Senior,Male,Chicago,Bachelor,1,3,No,110589,24.3,26873,137462
EMP0968,HR,Junior,Male,San Francisco,Master,18,3,Yes,86872,4.4,3822,90694
EMP0969,HR,Senior,Female,Austin,Master,9,4,No,105880,11.1,11752,117632
EMP0970,Legal,Mid,Male,Austin,Master,4,3,No,86494,17.5,15136,101630
EMP0971,Engineering,Mid,Male,Seattle,Master,10,5,Yes,129159,15.8,20407,149566
EMP0972,Finance,Senior,Male,Seattle,Bachelor,8,3,Yes,141888,14.2,20148,162036
EMP0973,Finance,Junior,Female,Seattle,Bachelor,15,3,No,86507,8.2,7093,93600
EMP0974,Engineering,Mid,Female,Remote,Bachelor,4,3,Yes,87558,18.2,15935,103493
EMP0975,Design,Junior,Female,Chicago,Bachelor,14,3,Yes,74703,16.3,12176,86879
EMP0976,Marketing,Director,Male,San Francisco,Bachelor,13,5,Yes,223073,4.1,9145,232218
EMP0977,Legal,Junior,Male,Austin,Bachelor,8,4,Yes,73709,24.1,17763,91472
EMP0978,Engineering,Mid,Female,San Francisco,Master,19,3,Yes,146908,13.9,20420,167328
EMP0979,Design,Manager,Male,Chicago,Master,4,4,Yes,142415,13.1,18656,161071
EMP0980,Marketing,Senior,Male,San Francisco,Master,14,5,Yes,147725,21.2,31317,179042
EMP0981,Sales,Junior,Male,San Francisco,Bachelor,8,2,No,80850,16.0,12936,93786
EMP0982,Sales,Mid,Female,Remote,Master,3,3,Yes,74076,1.9,1407,75483
EMP0983,Legal,Junior,Male,Seattle,Master,20,3,No,101451,12.7,12884,114335
EMP0984,Engineering,Mid,Male,Remote,PhD,20,5,No,117077,19.5,22830,139907
EMP0985,Sales,Junior,Female,Remote,Bachelor,3,3,No,59011,17.5,10326,69337
EMP0986,Finance,Mid,Female,San Francisco,Bachelor,19,3,Yes,131279,24.3,31900,163179
EMP0987,Marketing,Lead,Female,San Francisco,PhD,20,4,Yes,182488,0.6,1094,183582
EMP0988,HR,Senior,Male,Remote,PhD,21,4,No,118952,6.5,7731,126683
EMP0989,Design,Senior,Female,San Francisco,Bachelor,6,4,No,134763,13.7,18462,153225
EMP0990,HR,Mid,Male,Remote,Bachelor,14,3,Yes,82324,15.5,12760,95084
EMP0991,Sales,Mid,Female,New York,Master,21,4,Yes,123896,6.9,8548,132444
EMP0992,Design,Lead,Female,Remote,Bachelor,16,5,No,139232,20.7,28821,168053
EMP0993,Marketing,Junior,Male,Austin,Master,17,3,No,76633,4.1,3141,79774
EMP0994,Finance,Manager,Male,Austin,Bachelor,6,3,No,154031,0.0,0,154031
EMP0995,HR,Senior,Male,San Francisco,Bachelor,18,4,No,146169,23.8,34788,180957
EMP0996,Finance,Lead,Male,Remote,High School,9,4,Yes,135288,9.8,13258,148546
EMP0997,Finance,Mid,Male,Remote,Bachelor,12,3,No,91065,23.9,21764,112829
EMP0998,HR,Mid,Female,Seattle,Bachelor,1,3,No,83141,6.9,5736,88877
EMP0999,HR,Lead,Male,Seattle,Bachelor,21,4,No,163874,1.6,2621,166495
EMP1000,Design,Lead,Female,Seattle,Bachelor,19,4,No,173471,19.3,33479,206950
